InspectionID,DefectCategory,SeverityWeight,TranslatedText,VaderCompound
83739,Logistics Issue,3.0,"I don't know what happened, but I haven't got the product yet!",0.0
83743,Not a Defect,0.0,The product has not reached its destination.,-0.0762
83755,Not a Defect,0.0,satisfactory,0.3612
83759,Not a Defect,0.0,No Comments No Comments,-0.0803
83765,Fulfillment Error,3.5,The purchase was made however when checking the detail of the order the product did not have in stock.,0.0
83772,Critical Failure,5.0,I did not receive the product,0.0
83779,Fulfillment Error,3.5,"the product was delivered incomplete, bought 2 and was delivered 1",0.0
83784,Critical Failure,5.0,Not received,0.0
83786,Logistics Issue,3.0,It takes a long time to answer requests and it takes time to send!,0.0
83789,Quality Issue,2.77,Bad quality I bought thinking that would be equal to the picture when it arrived totally different,-0.5423
83795,Logistics Issue,2.92,"As long as they solve my problem, I'd recommend pq notes that my product went in and it hasn't arrived yet.",0.1531
83801,Fulfillment Error,3.86,"Incomplete name I got on time and everything ok, but there was no buyer's last name on the package, which made it difficult to deliver the product because the agency staff didn't know who the order was.",-0.7227
83818,Not a Defect,0.0,"Product lost in delivery, theft of the mail car, cancellation requested by email and website lannister.com. I cannot evaluate the store and nor recommend it, due to this reason.",-0.5283
83828,Not a Defect,0.0,"10! I like it very much! It is a very nice site and so far I found security in shopping on this site, and the products are of good quality.",0.8879
83830,Fulfillment Error,3.81,"The product doesn't look a bit like the one in the photo, but to avoid boredom, I decided to keep the same one.",-0.6124
83832,Fulfillment Error,3.5,It's just too little.,0.0
83847,Logistics Issue,3.0,You don't meet the deadline for delivery and you don't get in touch with the buyer... who has to keep calling... waiting... the time was already very elastic... if in a week I won't get the proco.,0.0
83848,Quality Issue,2.74,Commodity of poor quality,-0.4767
83850,Fulfillment Error,3.36,"I bought a gift curtain for my mother, but came another kind of curtain even far inferior and some products I didn't need. I just didn't return pq my mother liked what it came from.",0.2732
83851,Logistics Issue,2.69,"I have not yet received my product and I want it. I hope that the baratheon takes urgent action, once it was the intermediate site of the negotiation.",0.6124
83856,Not a Defect,0.0,"Ambiguous announcement goes wrong Contact lenses are positive, for hypermetropia, or negative, for myopia. I have hypermetropia, I need positive lenses. Negative lenses were delivered. No one answers me to solve.",-0.5719
83866,Logistics Issue,3.35,"The product was delivered but it died a lot, if you need the product, a lot before...",-0.7096
83880,Logistics Issue,3.29,"The mail hasn't delivered yet, I'm furious.",-0.5719
83887,Fulfillment Error,3.15,"Although one unit has been missing, I would like to make this clear. I would like to receive the other unit.",0.7003
83902,Logistics Issue,3.0,I'm still waiting for delivery!,0.0
83913,Critical Failure,5.0,I didn't get the request.,0.0
83915,Quality Issue,2.77,when the child received very felis and on the second day the symbol of the bandana took off from the product track of bad quality,-0.5423
83920,Logistics Issue,3.0,"SUPERTRACTED WHAT I'M DOING TO KNOW WHERE MY REQUEST GOES, BECAUSE I CAN'T SEE IT IN THE TRAIL, FROM THE TIME THAT I'M UPDATED TO KNOW THE DATE THAT THE PRODUCT WILL BE DELIVERED, I'M ON THE TIME WITH URGENCY",0.0
83923,Fulfillment Error,3.11,Excellent Service Agreement,0.7845
83938,Not a Defect,0.0,"The product just didn't arrive, I sent a message to find out what happened and so far I haven't been answered.",0.0
83947,Logistics Issue,3.0,PRODUCT 3 DAYS OF DELIVERY WITH 3 DAYS OF DELIVERY,0.0
83952,Logistics Issue,3.15,"In addition to not delivering the purchased product exactly a month ago, there are no clarifications or even attention to contact requests. I only evaluated it with a star because the page forces you to click.",-0.296
83955,Major Product Issue,4.24,The box of the product has been broken.,-0.4767
83968,Critical Failure,5.0,I did not receive the product,0.0
83969,Logistics Issue,3.0,I only received one two items ordered!!!,0.0
83980,Logistics Issue,3.15,"It was delivered earlier on the deadline, but I bought 2 products from the same distributor, charged 2 freights and delivered on different days.",-0.296
84000,Not a Defect,0.0,It doesn't work.,0.0
84002,Fulfillment Error,3.63,arrived without a play,-0.2584
84008,Fulfillment Error,3.77,I paid for one product and came another (wrong size) value lower than what I paid!!,-0.5399
84010,Logistics Issue,3.22,"I had to pull in the mail, totally uncomfortable.",-0.4391
84023,Major Product Issue,4.0,"Product came with damaged/broken plastic corner (USB cable plug), however it did not affect the operation.",0.0
84024,Logistics Issue,3.0,I'm waiting for my return because I haven't received it yet.,0.0
84036,Not a Defect,0.0,"Of the 3 items I bought, I received only one item. It was fast delivery, which was the glass film. But it did not meet expectations because it did not cover the entire screen, and it seems to be fragile.",0.0
84059,Logistics Issue,3.0,"The product has not arrived and neither has a tracking code so that I can verify the status of the delivery, the deadline has passed and nothing.",0.0
84073,Quality Issue,2.88,"Bad quality of the product Bad quality product, the teflon releases very easily when cooking, are extremely thin, in a simple dishwashing you can knead the pans, I do not recommend",-0.7519
84085,Logistics Issue,3.15,"You're missing. I bought two, I paid for two, and I only got one.",-0.296
84088,Logistics Issue,3.25,"Very upset, I didn't get the product and the store confirmed on the site I received, I don't know based on what. I'm trying to get in touch with the store and it's hard.",-0.5095
84098,Fulfillment Error,3.82,"Wrong product I bought the symparic box with 3 tablets and delivered the box with only 1 tablet, requested the exchange on day 29/08 and still had no return.",-0.6486
84103,Fulfillment Error,3.5,"I didn't know the size of it, which is already a flaw, I think the client would have to be oriented on measures, I'm waiting for guidance to return.",0.0
84105,Not a Defect,0.0,It doesn't fit in my ps4...,-0.2755
84110,Critical Failure,5.0,We didn't get the product.,0.0
84118,Not a Defect,0.0,I no longer buy Product does not work and without instruction manual.,-0.296
84119,Logistics Issue,2.78,Good arrived before the deadline,0.4404
84121,Fulfillment Error,3.5,"I got it on the expected date, but it came in the pink color and not in the blue color as I had bought it.",0.0
84133,Service Defect,2.0,A trash that service never but in my life bought with you.,0.0
84158,Major Product Issue,4.02,"Good good product but, came with the base stained and scratched. Quality control must be more rigorous.",-0.0489
84163,Not a Defect,0.0,good service,0.4404
84166,Fulfillment Error,3.5,"came product different from photo, model different",0.0
84169,Not a Defect,0.0,I want my product,0.0772
84176,Quality Issue,2.77,Unfortunately the description and photo do not reflect the product. Low quality product that could never be described as a picture,-0.5423
84200,Quality Issue,2.19,"I like the faucet, it came with an oxidation on the side... some sprinklings... but like and I'm in a hurry I won't ask for change.",0.6124
84205,Fulfillment Error,3.84,"bad I had to pick up the mail, and in the box there was only one chair and I bought two!!! I'll sue!",-0.6876
84208,Logistics Issue,3.0,Transporter did not deliver the product,0.0
84213,Logistics Issue,3.2,I bought 3 units and was only delivered 1 unit!! The problem is not the seller's but the company that makes the delivery. I am waiting for some providence from the Lannister!,-0.4071
84215,Logistics Issue,3.0,"It was delivered on the date, only I think the delivery rate could be more accounted for.",0.0
84217,Fulfillment Error,3.49,I purchased original product and received generic. HP printer does not accept. I have already requested return of the money and did not get an answer.,0.0299
84228,Fulfillment Error,3.5,I did the product test plus he wasn't recognized by the XBOX 360,0.0
84230,Not a Defect,0.0,Very beautiful purse.,0.6361
84235,Fulfillment Error,3.5,"The film didn't work, the cape was right, but the film is smaller than the cell phone.",0.0
84238,Not a Defect,0.0,I wouldn't recommend it if there wasn't a solution.,-0.4717
84240,Not a Defect,0.0,"Product without identification Because it is an oral product, it is expected that it is clearly specified the material of which it is made and the firm that is legally responsible for the production, chemical etc. Product without liability",0.7177
84252,Logistics Issue,3.0,still waiting,0.0
84260,Not a Defect,0.0,"Request partially answered. I bought three products, but only one of the items was delivered.",0.0
84277,Logistics Issue,3.15,"I didn't get the product I need the product, it hasn't been delivered yet, it's just taking a while. No comments yet.",-0.296
84282,Fulfillment Error,3.66,"Thank you for the product, everything in order with him. But the other qyue I filled the GLOBO came with defect",-0.3291
84285,Not a Defect,0.0,Horrible The product is disproportionate and of very poor quality. I don't believe that an institution with such a name burns for so little. I just don't enter with return request to avoid wear and tear.,-0.8439
